Name,Industry,Description,Short Description,Tags,Business Model,Customer Model,Website,Raised,Year Raised,Stage,Investors,PDF URL
Meya,AI,"Modernize your business with CX automation. Create conversational apps, workflow automation, digital assistants and bots.","Meya.ai is a platform to build, train and deploy bots.","AI, Internet, Messaging",SaaS,B2B,www.meya.ai,$21.5K,2016,Angel Round,,./BestPitchPDFs/meya.pdf
Monetsu,Bitcoin,Hover sells domain names & email. We offer an easy-to-use interface & unparalleled customer support. Get the domain name that defines your brand! 🙌,A next generation crypto-currency interface and payment solution for everyone.,"Bitcoin, Crowdfunding",Marketplace,B2B2C,monetsu.com,$100K,2014,Seed,,./BestPitchPDFs/monetsu.pdf
MonkeyLearn,AI,Text Analysis and Machine Learning made easy. Get started for free!,MonkeyLearn is a Text Analysis platform with Machine Learning to automate business workflows and save hours of manual data processing.,"AI, Developer APIs, Machine Learning, Text Analytics",SaaS,B2B,www.monkeylearn.com,$125K,2015,Pre-Seed,,./BestPitchPDFs/monkeylearn.pdf
MyFavorito,CRM,The fan-empowered sports sponsorship platform that generates infinite revenue so everyone wins. Fans decide. Brands convert. Clubs win.,MyFavorito is an open CRM-tech platform for B2C brands and retailers to establish direct relationships with their millions of customers.,"CRM, E-commerce, IoT, Retail",E-commerce,B2C,www.myfavorito.com,$150K,2016,Pre-Seed,,./BestPitchPDFs/myfavorito.pdf
Mynurse.ai (formerly Salusive Health),Healthcare,Get health monitoring devices & one-on-one health coaching at no cost with eligible coverage. See if you're eligible today.,mynurse.ai is a platform that surfaces the right information at the right time by analyzing the habits and behaviors of effective nurses.,"B2B, Enterprise Software, Healthcare, Hospital, Personal Health, mHealth",SaaS,B2B,mynurse.ai,Undisclosed,2020,Seed,,./BestPitchPDFs/mynurseaiformerlysalusivehealth.pdf
MyTips,Customer Service,,Helps you on-board your new customers and answers their frequently asked questions.,"Customer Service, Digital Media, Software",SaaS,B2B,Closed,$35K,2013,Seed,,./BestPitchPDFs/mytips.pdf
Nancy,Healthcare,Build a launch site in minutes to capture early users,"Meet Nancy, your relief from chronic pain, anxiety and depression.","Healthcare, Medical",App,B2C,nancy.launchrock.com,N/A,-,Undisclosed,,./BestPitchPDFs/nancy.pdf
Nanno,Apps,"Looking for last-minute backup child care or just a date night sitter? Nanno has you covered, with the biggest network of fully vetted on-demand babysitters in the nation.",Nanno is a childcare application that allows parents to book vetted sitters nationwide.,"Apps, Child Care, Marketplace, Parenting",Marketplace,B2B2C,www.nanno.com,$150K,2017,Pre-Seed,,./BestPitchPDFs/nanno.pdf
Nanogrid,Automotive,"Nanogrid provides a first-of-its-kind software API that bridges smart meter data, utility rate data, and advanced modeling software to personalize energy products for every home.","Nanogrid develops software to determine the value of solar, storage, and an electric vehicle for a homeowner.","Automotive, Electric Vehicle, Renewable Energy, Solar",SaaS,B2B,www.nanogrid.tech,$150K,2019,Pre-Seed,,./BestPitchPDFs/nanogrid.pdf
NativeAD,Ad Network,,NativeAD is a digital marketing agency specializing in editorial media and ad networks.,"Ad Network, Ad Server, Advertising",Ads,B2B2C,www.native.aden,$150K,2013,Seed,,./BestPitchPDFs/nativead.pdf
Nazar,Analytics,Database Performance. Reinvented. Proudly invested by @Launch @500Startups @ACE_startup,Nazar develops agentless database performance monitoring SaaS which is used for empowering IT teams.,"Analytics, Big Data, CRM, Database",SaaS,B2B,nazar.ai,$42.5K,2016,Seed,,./BestPitchPDFs/nazar.pdf
Neighborly,FinTech,"Neighborly Corp modernizes access to public finance, the billion dollar per day market that funds vital public projects like schools, libraries, and roads.","Neighborly designs, finances, and constructs open access fiber-optic networks to connect communities across the United States.","FinTech, Finance, GovTech, Impact Investing",App,B2C,www.neighborly.com,$5.5M,2015,Seed,,./BestPitchPDFs/neighborly.pdf
Next Play,EdTech,,"Next Play helps companies employees, with an AI app that facilitates internal mentorship matching, follow-up, and goal setting. Next Play raised an undisclosed amount / Non Equity Assistance from Village Capital","EdTech, Enterprise Software, Training",SaaS,B2B,Closed,Undisclosed,2018,Undisclosed,,./BestPitchPDFs/nextplay.pdf
NOBORDER,AI,,"HRtech startup that has AI, chatbot technology.","AI, HR",SaaS,B2B,noborderinc.com,$300K,2018,Seed,,./BestPitchPDFs/noborder.pdf
Nodal Security,Security,"Nodal Industries, LLC provides network security appliances to protect home networks and small businesses from online threats. The Company offers a physical device that makes users safer by examining the traffic that moves in and out of their network devices. Nodal Industries serves customers in the United States.",Nodal Industries is securing the Internet of Everything.,Security,SaaS,B2B,nodalsecurity.com,N/A,-,Undisclosed,,./BestPitchPDFs/nodalsecurity.pdf
Ntensify,E-commerce,,They work with you to design merchandise that thrills your fans and reflects your brand.,"E-commerce, Product Design, Product Search",E-commerce,B2C,Closed,N/A,-,Undisclosed,,./BestPitchPDFs/ntensify.pdf
Numina,Analytics,"Numina is the data utility for cities. We deliver real-time insights from streets, to make cities more responsive, walkable, bikeable, equitable.",Numina delivers real-time insights from streets to make cities more responsive.,"Analytics, Computer Vision, Industrial Automation, Sensor",SaaS,B2B,numina.co,Undisclosed,2017,Seed,,./BestPitchPDFs/numina.pdf
Nurse Versity,E-learning,"nurse exam, free test prep, NCLEX, CV, cv, nursing, students, FREE, free exam, practice",nurseVersity is an exam prep platform that offers adaptive learning material for nursing students.,"E-learning, EdTech, Education, Online Portals",App,B2C,www.nurseversity.com,$125K,2015,Pre-Seed,,./BestPitchPDFs/nurseversity.pdf
Obie.ai,AI,"Lessonly, Inc. provides software solutions. The Company offers learning software to translate and migrate existing content and build learning programs for productivity. Lessonly serves customers in the United States.",The fastest way to find and capture knowledge at work,"AI, Knowledge Management, Machine Learning, Messaging",SaaS,B2B,obie.ai,CA$1M,2020,Seed,,./BestPitchPDFs/obieai.pdf
Odeko (Cloosiv),Coffee,Order ahead from local cafés and earn rewards •⁠ Click the link to download 👇,"Odeko builds mobile ordering and supply chain tools for cafés, bakeries and coffee shops.","Coffee, Food and Beverage, Mobile Apps",App,B2C,www.odeko.com,$6M,2019,Seed,,./BestPitchPDFs/odekocloosiv.pdf
Ohalo,Cyber Security,Create order of data chaos.,Ohalo helps automate data governance for modern organizations,"Cyber Security, Machine Learning, Privacy, Security",SaaS,B2B,www.ohalo.co,Undisclosed,2019,Seed,,./BestPitchPDFs/ohalo.pdf
Olist,E-commerce,,"Olist operates an online e-commerce site for sellers, that connects merchants and their products to main marketplaces.","E-commerce, Marketplace, Retail","Marketplace, E-commerce",B2B2C,olist.com,$835K,2015,Seed,,./BestPitchPDFs/olist.pdf
Omnitron Sensors,Sensor,Frontier Silicon Photonics Company,Omnitron Sensors enables full autonomy of self-driving cars.,Sensor,SaaS,B2B,www.omnitronsensors.com,Undisclosed,2020,Seed,,./BestPitchPDFs/omnitronsensors.pdf
One Kloud,Cloud Data Services,"OneKloud gets cloud infrastructure spending under total control by automatically enforcing budget quotas that are forecasted and assigned per project and team, and managing workflow approval. A platform that eliminates cloud infrastructure misuse and drives day-to-day decision making to reflect high-level strategy, OneKloud reduces average cloud spending by 15% to 50%, while generating company-wide accountability. The 48,000 US companies that spend over $10 billion on Amazon AWS, Microsoft Azure and Google Cloud now have the solution to easily manage their Cloud Infrastructure costs and block all unnecessary spending before it occurs.",OneKloud is a cloud control platform for stopping Amazon Web Services (AWS) overspending before it happens.,"Cloud Data Services, E-commerce, SaaS","SaaS, E-commerce",B2B,www.onekloud.com,$250K,2016,Pre-Seed,,./BestPitchPDFs/onekloud.pdf
Onfarm,Analytics,"OnFarm Systems Inc. designs and develops application software. The Company focuses on providing Internet of Things (IoT) data integration services, as well as offers software and analytics tools that help farmers simplify their data. OnFarm Systems serves customers in California.","OnFarm creates seamless software, analytics, and APIs solutions from disparate agriculture data sources.","Analytics, Farming, SaaS, Software",SaaS,B2B,www.onfarm.com,$300K,2012,Seed,,./BestPitchPDFs/onfarm.pdf
Oomf (now Crew),Apps,"Dribbble is where designers gain inspiration, feedback, community, and jobs and is your best resource to discover and connect with designers worldwide.","Crew is a curated platform that connects designers and developers with vetted clients that need a website, mobile app, or other design work.","Apps, Internet, Professional Services",App,B2B,crew.co,$2.1M,2014,Seed,,./BestPitchPDFs/oomfnowcrew.pdf
Open Sponsorship,Brand Marketing,"OpenSponsorship is the leading sports marketing platform trusted by brands to connect with top athlete influencers, teams and events all around the world.","OpenSponsorship is online platform solely focused on allowing brands to Search, Connect and Sponsor opportunities within professional sports","Brand Marketing, Marketplace, Sponsorship, Sports",Marketplace,B2B2C,www.opensponsorship.com,$125K,2015,Seed,,./BestPitchPDFs/opensponsorship.pdf
Optimity,Insurance,,Optimity is a SaaS based platform that brings together individuals who strive to be healthier.,"Insurance, Marketing, SaaS, Wellness",SaaS,B2B,Closed,$155K,2015,Pre-Seed,,./BestPitchPDFs/optimity.pdf
Orderly Health,AI,Navigate the Provider Data Landscape. Orderly Health is a smart provider data management platform that improves accuracy and leverages APIs for myriad use-cases.,Orderly Health leverages AI and ML to automatically clean and correct provider directory data for accuracy.,"AI, Finance, Healthcare, Software",SaaS,B2B,orderlyhealth.com,$20K,2016,Seed,,./BestPitchPDFs/orderlyhealth.pdf
Oscar Health,Health Insurance,"Oscar Health, Inc. provides health insurance products and services to individuals, families, and businesses in the United States. The company was formerly known as Mulberry Health Inc. and changed its name to Oscar Health, Inc. in January 2021. Oscar Health, Inc. was founded in 2012 and is headquartered in New York, New York.","Oscar is a technology-focused health insurance company that employs technology, design, and data to humanize health care.","Health Insurance, Healthcare, InsurTech",App,B2C,www.hioscar.com,$30M,2014,Series A,,./BestPitchPDFs/oscarhealth.pdf
OurHealthMate,Healthcare,"Enterprise Healthcare Management platform which focuses on increasing engagement and providing ease in healthcare reimbursements and benefits to the corporates in India. The company was founded in 2013 and headquartered in San Francisco, California. It has offices in Singapore and Bangalore (India)",OurHealthMate is an online platform that connects people to healthcare facilities It features employee management and healthcare management.,"Healthcare, IT, Personal Health, Wellness",App,B2C,www.ourhealthmate.com,$600K,2014,Pre-Seed,,./BestPitchPDFs/ourhealthmate.pdf
